Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: A Sequest HT,Score Sequest HT: B Sequest HT,Score Sequest HT: C Sequest HT,Score Sequest HT: D Sequest HT,Score Sequest HT: E Sequest HT,Score Sequest HT: F Sequest HT,Score Sequest HT: G Sequest HT,Score Sequest HT: H Sequest HT,Score Sequest HT: I Sequest HT,Score Sequest HT: J Sequest HT,Score Sequest HT: K Sequest HT,Score Sequest HT: L Sequest HT,# PSMs (by Search Engine): A Sequest HT,# PSMs (by Search Engine): B Sequest HT,# PSMs (by Search Engine): C Sequest HT,# PSMs (by Search Engine): D Sequest HT,# PSMs (by Search Engine): E Sequest HT,# PSMs (by Search Engine): F Sequest HT,# PSMs (by Search Engine): G Sequest HT,# PSMs (by Search Engine): H Sequest HT,# PSMs (by Search Engine): I Sequest HT,# PSMs (by Search Engine): J Sequest HT,# PSMs (by Search Engine): K Sequest HT,# PSMs (by Search Engine): L Sequest HT,# Peptides (by Search Engine): A Sequest HT,# Peptides (by Search Engine): B Sequest HT,# Peptides (by Search Engine): C Sequest HT,# Peptides (by Search Engine): D Sequest HT,# Peptides (by Search Engine): E Sequest HT,# Peptides (by Search Engine): F Sequest HT,# Peptides (by Search Engine): G Sequest HT,# Peptides (by Search Engine): H Sequest HT,# Peptides (by Search Engine): I Sequest HT,# Peptides (by Search Engine): J Sequest HT,# Peptides (by Search Engine): K Sequest HT,# Peptides (by Search Engine): L Sequest HT,# Protein Pathway Groups,# Razor Peptides,Abundances (Normalized): F1: Sample,Abundances (Normalized): F2: Sample,Abundances (Normalized): F3: Sample,Abundances (Normalized): F4: Sample,Abundances (Normalized): F5: Sample,Abundances (Normalized): F6: Sample,Abundances (Normalized): F7: Sample,Abundances (Normalized): F8: Sample,Abundances (Normalized): F9: Sample,Abundances (Normalized): F10: Sample,Abundances (Normalized): F11: Sample,Abundances (Normalized): F12: Sample,Abundance: F1: Sample,Abundance: F2: Sample,Abundance: F3: Sample,Abundance: F4: Sample,Abundance: F5: Sample,Abundance: F6: Sample,Abundance: F7: Sample,Abundance: F8: Sample,Abundance: F9: Sample,Abundance: F10: Sample,Abundance: F11: Sample,Abundance: F12: Sample,Abundances Count: F1: Sample,Abundances Count: F2: Sample,Abundances Count: F3: Sample,Abundances Count: F4: Sample,Abundances Count: F5: Sample,Abundances Count: F6: Sample,Abundances Count: F7: Sample,Abundances Count: F8: Sample,Abundances Count: F9: Sample,Abundances Count: F10: Sample,Abundances Count: F11: Sample,Abundances Count: F12: Sample,Found in Sample: [S1] F1: Sample,Found in Sample: [S2] F2: Sample,Found in Sample: [S3] F3: Sample,Found in Sample: [S4] F4: Sample,Found in Sample: [S5] F5: Sample,Found in Sample: [S6] F6: Sample,Found in Sample: [S7] F7: Sample,Found in Sample: [S8] F8: Sample,Found in Sample: [S9] F9: Sample,Found in Sample: [S10] F10: Sample,Found in Sample: [S11] F11: Sample,Found in Sample: [S12] F12: Sample,# Protein Groups,Modifications,,,,,,,,,,,,
FALSE,High,Master Protein,A0A0G2JY82,Secretory carrier-associated membrane protein OS=Rattus norvegicus OX=10116 GN=Scamp1 PE=1 SV=1,0,9.375,7,1,4,1,321,35.7,8.35,,,5.18,,,,,3.9,,4.51,,4.95,,,1,,,,,1,,1,,1,,,1,,,,,1,,1,,1,0,0,,,1169503.375,1565374.813,481251.4599,1004923.066,,1021725.605,1612443.451,2433208.933,444491.3463,1151157.33,,,858813.8125,1565374.813,183055.625,662661.1875,,622781.6875,975052.75,1679859.5,398360.1563,778799.8125,,,1,2,1,2,,1,2,2,1,1,Not Found,Not Found,High,Peak Found,Peak Found,Peak Found,Not Found,High,Peak Found,High,Peak Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A0G2K1F3,Coatomer subunit gamma OS=Rattus norvegicus OX=10116 GN=Copg1 PE=1 SV=1,0,9.357,3,2,8,2,907,100.9,5.55,3.99,,4.26,4.33,,3.77,,3.36,,,3.98,2.2,1,,1,1,,2,,1,,,1,1,1,,1,1,,2,,1,,,1,1,0,0,3860681.376,1209470.516,3531182.25,3777841.375,2219444.125,3701535.567,913637.4457,667668.3241,738148.1492,699668.0891,1611174.741,1922031.433,2742517.813,587812.5938,2593090.5,3777841.375,844219.2188,2440847.5,659515.6875,406969.9375,446361.9375,483042.8125,1443960.219,1300324.188,2,2,2,2,2,2,1,1,1,1,2,2,High,Peak Found,High,High,Peak Found,High,Peak Found,High,Peak Found,Peak Found,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,D4AA63,Ubiquilin 2 OS=Rattus norvegicus OX=10116 GN=Ubqln2 PE=1 SV=1,0,9.35,5,2,2,2,638,67.2,5.22,,,,,,7.43,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,0,0,1205673.197,,,,3139130.159,3017982.275,,,,933340.5925,617481.46,1091674.664,856475.8125,,,,1194044.031,1990102.313,,,,644367.625,553396.625,738557.625,1,,,,2,2,,,,1,1,1,Peak Found,Not Found,Not Found,Not Found,Peak Found,High,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,G3V8Q1,Coatomer subunit epsilon OS=Rattus norvegicus OX=10116 GN=Cope PE=1 SV=3,0,9.326,7,1,3,1,308,34.6,5.12,6.05,,,6.03,,5.39,,,,,,,1,,,1,,1,,,,,,,1,,,1,,1,,,,,,,0,0,2270243.453,,1946002.469,,1299195.323,1339932.68,1045358.805,,499682.9384,1588850.303,1348899.907,1421446.934,1612716.125,,1429028.625,,494180.3438,883571.5,754599.6875,,302160.8125,1096924,1208905.375,961660.5625,1,,1,,1,1,1,,1,1,1,1,High,Not Found,Peak Found,High,Peak Found,High,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,1,Met-loss [N-Term],,,,,,,,,,,,
FALSE,High,Master Protein,Q9JID2,Guanine nucleotide-binding protein subunit alpha-11 OS=Rattus norvegicus OX=10116 GN=Gna11 PE=2 SV=1,0,9.322,7,2,7,1,359,42,6.29,,,6.55,4.4,,,,6.24,,2.71,,2.85,,,2,1,,,,2,,1,,1,,,2,1,,,,2,,1,,1,0,0,,,3041703.323,3307345.25,,433361.4908,831163.7136,1545226.492,,1748650.724,,1423099.561,,,2233646.25,3307345.25,,285765,599981.4375,941875.9375,,1207248.375,,962778.625,,,1,1,,1,1,1,,1,,1,Not Found,Not Found,High,High,Not Found,Peak Found,Peak Found,High,Not Found,Peak Found,Not Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,G3V8Y5,DNA-directed RNA polymerase subunit beta OS=Rattus norvegicus OX=10116 GN=Polr2b PE=1 SV=1,0,9.274,2,1,1,1,1174,133.8,6.87,,,,5.77,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,R9PXU3,Protein kinase C and casein kinase substrate in neurons 2 protein OS=Rattus norvegicus OX=10116 GN=Pacsin2 PE=1 SV=2,0,9.274,8,2,2,2,484,55.3,5.2,,,,7.11,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,0,0,671744.9582,,,2382130,,,1011531.906,,1130752.651,1380050.027,685604.703,742118.0739,477188.4375,,,2382130,,,730181.5,,683771.875,952770.6875,614449.75,502069.875,1,,,1,,,1,,1,1,1,1,Peak Found,Not Found,Not Found,High,Not Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q5BJP4,RNA binding motif protein 39 OS=Rattus norvegicus OX=10116 GN=Rbm39 PE=1 SV=1,0,9.271,6,2,2,2,524,58.6,10.13,,,3,4.73,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,0,0,,,2904005.724,2528492.563,,396232.8339,,,,425525.4381,,,,,2132529.313,2528492.563,,261281.8125,,,,293777.875,,,,,2,2,,1,,,,1,,,Not Found,Not Found,High,High,Not Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q5M7V8,Thyroid hormone receptor-associated protein 3 OS=Rattus norvegicus OX=10116 GN=Thrap3 PE=1 SV=1,0,9.249,4,2,3,2,951,108.2,10.15,,,,,2.77,6.36,,,,,,,,,,,1,2,,,,,,,,,,,1,2,,,,,,,0,0,575069.127,,2168336.628,590100.875,681301.8878,2555043.33,,,,,,,408512.6875,,1592297.625,590100.875,259149.6406,1684833.5,,,,,,,1,,1,1,1,2,,,,,,,Peak Found,Not Found,Peak Found,Peak Found,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,O70196,Prolyl endopeptidase OS=Rattus norvegicus OX=10116 GN=Prep PE=1 SV=1,0,9.24,4,2,2,2,710,80.7,5.94,3.03,,,,,1.99,,,,,,,1,,,,,1,,,,,,,1,,,,,1,,,,,,,0,0,997680.1625,,599433.5666,,,803274.0194,,,,,366966.3147,,708723.5,,440188.4063,,,529690.8125,,,,,328881,,1,,1,,,1,,,,,1,,High,Not Found,Peak Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A0G2JUB0,Protein FAM3C OS=Rattus norvegicus OX=10116 GN=Fam3c PE=1 SV=1,0,9.225,20,3,7,3,227,24.7,8.03,,,3.03,3.04,,,1.96,2.36,1.67,2.91,2.8,,,,1,1,,,1,1,1,1,1,,,,1,1,,,1,1,1,1,1,,0,0,1265965.862,821198.9072,1598227.882,3304477.5,,769828.9551,3973277.681,2588757.969,1877130.018,3569094.9,955035.5637,3807798.557,899306,399109.4063,1173643.625,3304477.5,,507636.6406,2868138.75,1577949.156,1135110.063,2464062.125,855917.9375,2576114.25,1,2,1,3,,2,3,2,2,2,1,2,Peak Found,Peak Found,High,High,Not Found,Peak Found,High,High,High,High,High,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,G3V946,"AIP1, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Dpy30 PE=1 SV=1",0,9.22,29,1,2,1,99,11.2,4.88,,,,,,6.45,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,0,0,,,,,,2431796.37,,,,,,,,,,,,1603562.625,,,,,,,,,,,,2,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,Acetyl [N-Term],,,,,,,,,,,,
FALSE,High,Master Protein,Q9Z1X1,Extended synaptotagmin-1 OS=Rattus norvegicus OX=10116 GN=Esyt1 PE=1 SV=1,0,9.217,4,3,3,3,1088,121.1,5.69,,,5.44,2.42,,,,,,,,,,,2,1,,,,,,,,,,,2,1,,,,,,,,,0,0,900145.2738,,2183580.235,,,1783244.66,,2439884.978,,,456348.5634,662124.5006,639437.5,,1603491.625,,,1175898,,1487205.25,,,408986.7813,447951.3125,1,,1,,,1,,1,,,1,1,Peak Found,Not Found,High,High,Not Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,B4F7E7,Protein PALS1 OS=Rattus norvegicus OX=10116 GN=Pals1 PE=1 SV=1,0,9.215,6,2,2,2,675,77.1,6.27,,,2.75,4.97,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q6B345,Protein S100-A11 OS=Rattus norvegicus OX=10116 GN=S100a11 PE=3 SV=1,0,9.203,28,2,6,2,98,11.1,5.9,,,3.62,3.83,3.3,6.46,,3.8,,,,,,,1,1,1,2,,1,,,,,,,1,1,1,2,,1,,,,,0,0,4110831.756,13267008.03,5459055.274,1777806.125,9827661.582,10080678.05,5547462.924,5986797.412,1486997.796,877533.8812,1285666.111,6541932.845,2920217.5,6447874.75,4008805.938,1777806.125,3738188.625,6647348.75,4004475.563,3649187,899195.125,605839.3125,1152234.25,4425855.563,1,2,2,2,2,2,2,2,1,1,2,2,Peak Found,Peak Found,High,High,High,High,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A0G2JTG1,10 kDa chaperonin OS=Rattus norvegicus OX=10116 GN=Hspe1 PE=1 SV=1,0,9.165,35,3,7,3,89,9.4,9.7,2.47,3.42,,,2.36,8.86,,,,,2.44,,1,1,,,1,3,,,,,1,,1,1,,,1,3,,,,,1,,0,0,21517510.78,5760710.333,500006.3137,492602.5938,13833122.09,29200710.07,818727.4747,990638.8985,1468923.49,944805.876,1206952.645,1171211.037,15285425.25,2799752.484,367174.9375,492602.5938,5261762.344,19255381.69,591004.25,603833.125,888265.5,652283.125,1081690,792366.875,3,3,1,1,3,3,1,1,1,1,1,1,High,High,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q1RP74,Tubulin-folding cofactor B OS=Rattus norvegicus OX=10116 GN=LOC103690005 PE=1 SV=1,0,9.164,14,3,7,3,244,27.2,5,4.36,,,,2.03,5.14,1.93,,,,,,2,,,,1,3,1,,,,,,2,,,,1,2,1,,,,,,0,0,6489984.781,6843840.743,2975499.371,1804695.688,4554236.103,5413951.521,3038363.474,2008597.415,1586751.381,976507.6816,3871055.461,1651805.989,4610299.875,3326162.75,2185030,1804695.688,1732313.781,3570040,2193264.281,1224318.625,959516.625,674169.6875,3469300.969,1117506.844,3,2,2,3,3,2,2,1,1,1,3,1,High,Peak Found,Peak Found,Peak Found,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q9Z1H9,Caveolae-associated protein 3 OS=Rattus norvegicus OX=10116 GN=Cavin3 PE=1 SV=1,0,9.15,13,1,2,1,263,27.9,6.1,,,,,2.22,2.83,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,0,0,681459.8141,,,,1305595.929,1472228.478,,,,,,,484089.5938,,,,496614.9688,970809.3125,,,,,,,1,,,,2,1,,,,,,,Peak Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q6IE50,SPARC-related modular calcium binding protein 1 OS=Rattus norvegicus OX=10116 GN=Smoc1 PE=1 SV=1,0,9.139,10,4,9,4,452,49.7,8.31,,,,,,,,2.12,,11.66,5.09,5.22,,,,,,,,1,,4,2,2,,,,,,,,1,,4,2,2,0,0,,,,,1339145.152,870954.432,4751841.909,5252971.62,1545068.562,6018529.66,4825967.694,8478666.74,,,,,509376.2266,574320.2813,3430150.875,3201891.5,934310.8125,4155123.75,4325108.375,5736126.5,,,,,2,2,2,2,1,2,2,2,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A0U1RRV7,"RCG61099, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Srsf3 PE=1 SV=1",0,9.112,21,2,15,1,124,14.2,10.08,5.56,2.63,8.75,5.44,3.05,7.06,,,,3.21,2.78,2.61,2,2,3,2,1,2,,,,1,1,1,2,1,2,2,1,2,,,,1,1,1,0,0,37047944.62,21073481.7,72018659.45,96941336.13,44628540.27,69280632.88,6730203.835,6814058.969,7998058.5,6850049.504,8544058.213,13002368.04,26317802,10241885,52886225.75,96941336.13,16975544,45684677.75,4858245.5,4153435.25,4836466.625,4729195.5,7657319.75,8796575,1,1,1,1,1,1,1,1,1,1,1,1,High,Peak Found,High,High,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q5RK09,Eukaryotic translation initiation factor 3 subunit G OS=Rattus norvegicus OX=10116 GN=Eif3g PE=1 SV=1,0,9.065,8,2,3,2,320,35.6,5.9,6.2,,,,,0,,,,,,,2,,,,,1,,,,,,,2,,,,,1,,,,,,,0,0,5480862.981,1562537.666,1708897.065,1951025.625,2786276.654,5685255.411,619381.7123,575622.2882,,1080725.54,651706.4769,1246976.272,3893448.563,759406.125,1254912.5,1951025.625,1059827.672,3748941.813,447105.0938,350864.2813,,746120.5,584069.625,843624.8125,2,1,1,2,2,2,1,1,,1,1,1,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,F1LRE1,Glutathione-disulfide reductase OS=Rattus norvegicus OX=10116 GN=Gsr PE=1 SV=2,0,9.043,11,3,4,3,410,44.8,7.11,3.92,,,,2.54,5.74,,,,,,,1,,,,1,2,,,,,,,1,,,,1,2,,,,,,,0,0,8131111.59,819556.7024,956716.7271,1157912.875,3763480.929,5021969.331,3319628.236,3984103.074,1896445.736,2340099.403,3647933.447,2153747.446,5776109.5,398311.2813,702555.9375,1157912.875,1431530.938,3311561.125,2396297.25,2428466.531,1146790.375,1615577.75,3269335.5,1457088.5,3,1,1,1,2,2,1,2,1,1,1,1,High,Peak Found,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q6IUU3,Sulfhydryl oxidase 1 OS=Rattus norvegicus OX=10116 GN=Qsox1 PE=1 SV=1,0,9.031,7,3,5,3,750,82.4,7.93,5.78,,,,3.56,,,,,,4.43,1.81,1,,,,1,,,,,,2,1,1,,,,1,,,,,,2,1,0,0,2941827.404,,1230517.552,223936.8125,1601151.782,435964.9353,2798640.78,960014.0165,347118.2789,1582904.873,1004719.888,1529141.3,2089790.188,,903619,223936.8125,609036.7813,287481.75,2020218.75,585166.0625,209904.1875,1092819.344,900445.8125,1034519.719,2,,2,1,2,1,2,1,1,2,1,2,High,Not Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A1B0GWQ7,Component 3 of promoter of RISC OS=Rattus norvegicus OX=10116 GN=Tsn PE=1 SV=1,0,9.014,8,3,3,3,282,31.9,9.2,2.1,,2.46,,,4.05,,,,,,,1,,1,,,1,,,,,,,1,,1,,,1,,,,,,,0,0,20085351.58,1605495.788,1841987.384,,3437975.947,9694707.822,2373363.575,869530.8931,16916666.25,1536763.327,3244978.031,,14268060.25,780284.125,1352646.125,,1307717.25,6392834.25,1713229.375,530013.0625,10229594.06,1060963.75,2908200.5,,3,1,1,,1,2,1,1,2,1,1,,High,Peak Found,High,Not Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q66H80,Coatomer subunit delta OS=Rattus norvegicus OX=10116 GN=Arcn1 PE=2 SV=1,0,8.998,6,3,4,3,511,57.2,6.21,,,,,2,5.42,,,,,,,,,,,1,3,,,,,,,,,,,1,3,,,,,,,0,0,3607027.107,5381607.969,,557611.6875,7037041.22,5796329.552,,,458495.7122,,401984.9463,,2562329.063,2615505.625,,557611.6875,2676708.719,3822185.75,,,277254.6875,,360265.25,,3,2,,1,3,3,,,1,,1,,Peak Found,Peak Found,Not Found,Peak Found,High,High,Not Found,Not Found,Peak Found,Not Found,Peak Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q9Z339,Glutathione S-transferase omega-1 OS=Rattus norvegicus OX=10116 GN=Gsto1 PE=1 SV=2,0,8.98,20,4,7,4,241,27.7,6.68,7.09,,,3.05,0,4.21,,,,,,,3,,,1,1,2,,,,,,,3,,,1,1,2,,,,,,,0,0,11863946.47,3320383.248,3017347.459,4894305.75,14566550.98,19350082.03,2563690.543,2849284.075,,2214364.946,1584063.838,1873226.501,8427808.813,1613733.5,2215760.75,4894305.75,5540739.75,12759731.33,1850618.25,1736750,,1528772.125,1419663,1267305.875,4,1,2,3,2,4,1,1,,1,1,1,High,Peak Found,Peak Found,High,High,High,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q66HD3,Nuclear autoantigenic sperm protein OS=Rattus norvegicus OX=10116 GN=Nasp PE=1 SV=1,0,8.957,5,3,4,3,776,84.1,4.34,,,,0,5.88,3.11,,,,,,,,,,1,2,1,,,,,,,,,,1,2,1,,,,,,,0,0,1959663.683,987878.7066,661016.9617,830463.4375,5227365.651,5483758.867,,7564156.483,,4091025.476,,2910857.693,1392089.125,480117.1563,485411.5938,830463.4375,1988354.875,3616072,,4610649,,2824397,,1969301.125,1,1,1,1,2,2,,1,,1,,1,Peak Found,Peak Found,Peak Found,High,High,High,Not Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,M0RDX2,Amyloid-like protein 2 OS=Rattus norvegicus OX=10116 GN=Aplp2 PE=1 SV=2,0,8.949,4,2,5,2,712,81.9,4.74,4,,4.29,7.52,,3.76,,,,,,,1,,1,2,,1,,,,,,,1,,1,2,,1,,,,,,,0,0,1252330.213,,3428029.589,3472078.125,,903013.6795,,,,,,,889619.625,,2517341.313,3472078.125,,595460.625,,,,,,,1,,2,2,,1,,,,,,,High,Not Found,High,High,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q4KM35,Proteasome subunit beta type-10 OS=Rattus norvegicus OX=10116 GN=Psmb10 PE=2 SV=1,0,8.938,9,2,8,2,273,29,6.64,5.38,,5.94,6.09,2.77,3.39,,,,,,,2,,2,2,1,1,,,,,,,2,,2,2,1,1,,,,,,,0,0,7286437.999,2555825.553,5607986.42,3934245.25,5618771.204,7735816.904,,,,,,,5176077.5,1242152.188,4118172.125,3934245.25,2137235.438,5101112.5,,,,,,,2,2,2,2,2,2,,,,,,,High,Peak Found,High,High,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P14604,"Enoyl-CoA hydratase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Echs1 PE=1 SV=1",0,8.901,7,1,3,1,290,31.5,8.13,3.61,,,,2.51,3.93,,,,,,,1,,,,1,1,,,,,,,1,,,,1,1,,,,,,,0,0,1104630.196,,325678.9568,476119.4375,,1386741.605,,,,,,,784697.75,,239159.2813,476119.4375,,914438,,,,,,,1,,1,1,,1,,,,,,,High,Not Found,Peak Found,Peak Found,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q9QYW5,Epithelial membrane protein 3 OS=Rattus norvegicus OX=10116 GN=Emp3 PE=2 SV=1,0,8.867,13,2,18,2,163,18.2,8.38,2.11,1.82,8.71,7.42,,,1.99,4.09,0,2.08,1.95,,1,1,6,4,,,1,2,1,1,1,,1,1,2,2,,,1,1,1,1,1,,0,0,2316622.358,1545497.251,23604374.43,16319921.67,2858760.586,1383423.429,4232648.177,11898087.9,5437636.722,15847016.38,2377699.837,11671110.92,1645662.375,751124.3438,17333650.53,16319921.67,1087398.688,912249.9453,3055367.188,7252349.578,3288166.563,10940598.09,2130932.102,7895931.125,1,1,3,3,2,2,1,3,2,3,2,3,High,High,High,High,Peak Found,Peak Found,High,High,High,High,High,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q641Z8,Peflin OS=Rattus norvegicus OX=10116 GN=Pef1 PE=2 SV=1,0,8.848,16,4,5,4,283,30,6.07,,,,12,,,,,,,,,,,,5,,,,,,,,,,,,4,,,,,,,,,0,0,3594976.545,2197675.349,5400928.679,7845316.375,3871306.665,1724398.548,1769251.289,2166549.141,8998832.087,,,,2553768.688,1068088.25,3966121.219,7845316.375,1472545.063,1137094,1277146.625,1320596.375,5441639.5,,,,3,1,3,3,2,2,1,1,2,,,,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P63312,Thymosin beta-10 OS=Rattus norvegicus OX=10116 GN=Tmsb10 PE=1 SV=2,0,8.844,34,1,19,1,44,5,5.36,7.47,3.59,4.49,,8.28,3.73,7.38,7.63,6.62,7.31,3.98,2.37,2,1,1,,3,2,2,2,2,2,1,1,1,1,1,,1,1,1,1,1,1,1,1,0,0,23068462.4,14436048.42,7828625.753,2300776.75,22982155.26,31670416.23,13604107.16,8617397.807,10943034.91,10314913.6,5919109.717,6225829.093,16387177,7016037.969,5748877.75,2300776.75,8741818.25,20883942.59,9820221.5,5252640.75,6617308.828,7121297.875,5304799.5,4211999.875,2,2,2,1,2,2,2,2,2,2,2,2,High,High,High,Peak Found,High,High,High,High,High,High,High,High,1,Met-loss+Acetyl [N-Term],,,,,,,,,,,,
FALSE,High,Master Protein,Q04970,GTPase NRas OS=Rattus norvegicus OX=10116 GN=Nras PE=1 SV=1,0,8.83,19,3,6,3,189,21.2,5.17,,1.92,5.64,4.89,2,,,,,,,,,1,2,2,1,,,,,,,,,1,2,2,1,,,,,,,,0,0,2768900.707,2129255.529,9577292.511,9127871.313,1499285.227,3477563.082,3170872.429,3885140.234,2364414.041,5463431.527,662513.096,3966389.622,1966948,1034835.656,7032994.75,9127871.313,570289.375,2293156.719,2288916.813,2368144.813,1429773.188,3771890.375,593754.6875,2683406.875,2,2,3,3,1,3,3,2,3,3,1,2,Peak Found,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,O70156,Oxidized low-density lipoprotein receptor 1 OS=Rattus norvegicus OX=10116 GN=Olr1 PE=2 SV=1,0,8.821,9,2,2,2,364,41.9,6.44,6.87,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,0,0,22109541.27,1661710.889,,,387841.5865,,,,,,,,15705986.81,807605.125,,,147524.9219,,,,,,,,2,1,,,1,,,,,,,,High,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P14562,Lysosome-associated membrane glycoprotein 1 OS=Rattus norvegicus OX=10116 GN=Lamp1 PE=1 SV=1,0,8.809,8,3,16,3,407,43.9,8.07,5.86,2.78,,7.99,4.99,5.03,5.28,2.56,5.8,,,2.67,2,1,,3,2,2,2,1,2,,,1,2,1,,3,2,2,2,1,2,,,1,0,0,47772941.79,30872122.36,22474340.69,39981962.75,68889372,83986711.81,24471851.1,11031472.71,26024073.06,20783658.52,11901314.87,24998904.36,33936533.75,15004104.75,16503820.88,39981962.75,26203737.75,55382084.5,17665179.75,6724113.75,15736889.25,14348799.13,10666146.13,16912668.25,3,3,2,3,3,3,3,2,3,3,3,3,High,High,Peak Found,High,High,High,High,High,High,Peak Found,Peak Found,High,1,,,,,,,,,,,,,
