Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: A Sequest HT,Score Sequest HT: B Sequest HT,Score Sequest HT: C Sequest HT,Score Sequest HT: D Sequest HT,Score Sequest HT: E Sequest HT,Score Sequest HT: F Sequest HT,Score Sequest HT: G Sequest HT,Score Sequest HT: H Sequest HT,Score Sequest HT: I Sequest HT,Score Sequest HT: J Sequest HT,Score Sequest HT: K Sequest HT,Score Sequest HT: L Sequest HT,# PSMs (by Search Engine): A Sequest HT,# PSMs (by Search Engine): B Sequest HT,# PSMs (by Search Engine): C Sequest HT,# PSMs (by Search Engine): D Sequest HT,# PSMs (by Search Engine): E Sequest HT,# PSMs (by Search Engine): F Sequest HT,# PSMs (by Search Engine): G Sequest HT,# PSMs (by Search Engine): H Sequest HT,# PSMs (by Search Engine): I Sequest HT,# PSMs (by Search Engine): J Sequest HT,# PSMs (by Search Engine): K Sequest HT,# PSMs (by Search Engine): L Sequest HT,# Peptides (by Search Engine): A Sequest HT,# Peptides (by Search Engine): B Sequest HT,# Peptides (by Search Engine): C Sequest HT,# Peptides (by Search Engine): D Sequest HT,# Peptides (by Search Engine): E Sequest HT,# Peptides (by Search Engine): F Sequest HT,# Peptides (by Search Engine): G Sequest HT,# Peptides (by Search Engine): H Sequest HT,# Peptides (by Search Engine): I Sequest HT,# Peptides (by Search Engine): J Sequest HT,# Peptides (by Search Engine): K Sequest HT,# Peptides (by Search Engine): L Sequest HT,# Protein Pathway Groups,# Razor Peptides,Abundances (Normalized): F1: Sample,Abundances (Normalized): F2: Sample,Abundances (Normalized): F3: Sample,Abundances (Normalized): F4: Sample,Abundances (Normalized): F5: Sample,Abundances (Normalized): F6: Sample,Abundances (Normalized): F7: Sample,Abundances (Normalized): F8: Sample,Abundances (Normalized): F9: Sample,Abundances (Normalized): F10: Sample,Abundances (Normalized): F11: Sample,Abundances (Normalized): F12: Sample,Abundance: F1: Sample,Abundance: F2: Sample,Abundance: F3: Sample,Abundance: F4: Sample,Abundance: F5: Sample,Abundance: F6: Sample,Abundance: F7: Sample,Abundance: F8: Sample,Abundance: F9: Sample,Abundance: F10: Sample,Abundance: F11: Sample,Abundance: F12: Sample,Abundances Count: F1: Sample,Abundances Count: F2: Sample,Abundances Count: F3: Sample,Abundances Count: F4: Sample,Abundances Count: F5: Sample,Abundances Count: F6: Sample,Abundances Count: F7: Sample,Abundances Count: F8: Sample,Abundances Count: F9: Sample,Abundances Count: F10: Sample,Abundances Count: F11: Sample,Abundances Count: F12: Sample,Found in Sample: [S1] F1: Sample,Found in Sample: [S2] F2: Sample,Found in Sample: [S3] F3: Sample,Found in Sample: [S4] F4: Sample,Found in Sample: [S5] F5: Sample,Found in Sample: [S6] F6: Sample,Found in Sample: [S7] F7: Sample,Found in Sample: [S8] F8: Sample,Found in Sample: [S9] F9: Sample,Found in Sample: [S10] F10: Sample,Found in Sample: [S11] F11: Sample,Found in Sample: [S12] F12: Sample,# Protein Groups,Modifications,,,,,,,,,,,,
FALSE,High,Master Protein,P17987,T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1,0,13.433,9,4,5,4,556,60.3,6.11,,,5.84,5.53,,,,,,4.1,,,,,2,2,,,,,,1,,,,,2,2,,,,,,1,,,0,0,1458221.94,960552.8801,7405399.531,5629574.654,1694771.313,,921610.0729,1223755.46,6494146.139,5410033.005,,1325980.557,668590.5625,471490.1563,5200985.125,4170059.688,1694771.313,,650617.1875,787036.8125,3188722.625,3865304.313,,841215.375,1,1,4,4,3,,1,1,3,3,,1,Peak Found,Peak Found,High,High,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,High,Not Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A3B3ITK7,Phosphoglucomutase-1 OS=Homo sapiens OX=9606 GN=PGM1 PE=1 SV=1,0,13.429,9,4,8,4,584,63.9,6.76,,,8.04,,,,3.54,,9.08,3.1,,,,,3,,,,1,,3,1,,,,,3,,,,1,,3,1,,,0,0,1472458.806,1708399.082,8233248.43,3323782.565,810637.375,2045782.181,11843582.57,9552755.066,6418147.303,6022233.706,1690204.193,6297196.036,675118.125,838572.625,5782402.75,2462063.75,810637.375,780288.0625,8361061.375,6143686.5,3151406.063,4302703.125,1101560,3995004.375,1,1,2,2,1,1,2,1,2,2,1,2,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,High,Peak Found,High,High,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A804HJW9,Exostosin-2 OS=Homo sapiens OX=9606 GN=EXT2 PE=1 SV=1,0,13.417,9,2,3,2,445,50.5,6.98,,,,,,,,,9.04,,5.21,,,,,,,,,,2,,1,,,,,,,,,,2,,1,,0,0,,,1078505.339,,487922.7813,,,,2310743.445,,,1229995.415,,,757459.5,,487922.7813,,,,1134609.5,,,780321.4375,,,1,,1,,,,1,,,1,Not Found,Not Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Not Found,High,Not Found,High,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,E7EUC7,UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=1,0,13.402,9,3,9,3,517,57.8,8.13,,,5,2.05,,,4.19,,4.39,6.78,5.15,7.59,,,1,1,,,1,,1,2,1,2,,,1,1,,,1,,1,2,1,2,0,0,240404.9475,1399025.585,4823901.872,2268834.655,1463507.516,3627720.055,3599693.875,3842949.043,4735267.866,7027661.843,2176602.814,3651312.222,110224.9766,686715.75,3387939,1680620.031,1463507.516,1383659.844,2541229.5,2471525.125,2325087.156,5021051,1418561.5,2316429.125,1,1,2,2,2,2,2,2,1,2,2,2,Peak Found,Peak Found,High,High,Peak Found,Peak Found,High,Peak Found,High,High,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P62330,ADP-ribosylation factor 6 OS=Homo sapiens OX=9606 GN=ARF6 PE=1 SV=2,0,13.399,25,3,7,3,175,20.1,8.95,,2.59,11.79,5.76,6.3,,,,,,,,,1,3,1,2,,,,,,,,,1,3,1,2,,,,,,,,0,0,7871231.796,13871984.41,13764252.83,10764805.48,7681844.625,10545379.56,9534633.003,8814113.93,10313209.09,8666363.218,14768147.63,10781701.85,3608937.125,6809103.625,9666956.375,7973938.375,7681844.625,4022145.594,6731042,5668642.438,5063939.5,6191853.375,9624873,6840019.875,2,2,3,3,3,3,1,2,1,2,1,2,Peak Found,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P11166,"Solute carrier family 2, facilitated glucose transporter member 1 OS=Homo sapiens OX=9606 GN=SLC2A1 PE=1 SV=2",0,13.398,11,5,18,5,492,54,8.72,2.91,6.92,9.6,11.36,5.27,7.74,,,5.37,10.39,,,1,2,3,3,2,2,,,2,3,,,1,2,3,3,2,2,,,2,3,,,0,0,15950118.86,17373062.22,34423723.7,32669572.43,12650297,20511277.8,10058655.8,,15133299.54,16802797.95,,2950666.093,7313083.594,8527617.781,24176585.5,24199708.75,12650297,7823269.438,7100979.625,,7430675.813,12005088.94,,1871932.188,4,4,5,5,5,5,4,,5,5,,2,High,High,High,High,High,High,Peak Found,Not Found,High,High,Not Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q7KZF4,Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1,0,13.388,4,2,6,2,910,101.9,7.17,,,7.34,9.42,4.38,,,,,,,,,,2,3,1,,,,,,,,,,2,2,1,,,,,,,,0,0,,3574148.007,6364533.282,5848080.235,2890488.563,4670989.97,2565412.74,3801364.684,8291031.468,3870615.765,2389606.57,2309143.89,,1754380.875,4469960.438,4331915.844,2890488.563,1781576.625,1811071.375,2444780.875,4071020.125,2765437.438,1557382.844,1464944.063,,1,3,3,3,1,1,2,3,3,2,2,Not Found,Peak Found,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A7I2V4F7,Serine/threonine-protein phosphatase OS=Homo sapiens OX=9606 GN=PPP1CA PE=1 SV=1,0,13.328,21,5,7,1,335,37.8,7.05,,,2.7,2.85,,,,2.67,3.96,5.1,,6.45,,,1,1,,,,1,1,2,,1,,,1,1,,,,1,1,2,,1,0,3,14821395.86,12741317.11,5548012.943,5313563.991,2631261.438,3923738.686,2834558.516,4321592.402,6424503.079,6829932.219,1826269.919,4848007.998,6795567.344,6254112.313,3896499.125,3935977.469,2631261.438,1496565.219,2001076.75,2779356.188,3154526.844,4879779.188,1190238.375,3075624.938,3,2,2,3,3,3,2,2,3,3,1,3,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,High,Not Found,Not Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A2R8Y5S7,Radixin OS=Homo sapiens OX=9606 GN=RDX PE=1 SV=1,0,13.23,8,5,31,1,590,69.3,6.27,9.74,4.34,4.88,8.96,15.39,4.77,1.95,4.79,4.28,2.25,2.17,2.28,4,2,3,4,6,2,2,2,2,1,2,1,3,2,3,4,4,2,2,2,1,1,2,1,0,0,,,2462047.874,1293058.508,919049.6875,,,886383.4542,,1285185.214,871265.0784,888904.7957,,,1729153.75,957822.125,919049.6875,,,570061.9375,,918225.8125,567831.25,563930.125,,,1,1,1,,,1,,1,1,1,Not Found,Not Found,Peak Found,High,High,Not Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A140T9R1,Flotillin (Fragment) OS=Homo sapiens OX=9606 GN=FLOT1 PE=1 SV=1,0,13.222,8,2,6,2,357,39.8,6.37,,3.8,4,8.28,3.7,3.49,,,,,,,,1,1,2,1,1,,,,,,,,1,1,2,1,1,,,,,,,0,0,4622041.145,15892000.28,5169041.322,3185102.611,2118233.5,2418513.574,877631.6578,,,,,1331844.666,2119192.563,7800634.25,3630338.5,2359337.75,2118233.5,922452.6875,619570.3125,,,,,844935.625,2,2,2,1,2,1,1,,,,,1,Peak Found,High,High,High,High,High,Peak Found,Not Found,Not Found,Not Found,Not Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P55290,Cadherin-13 OS=Homo sapiens OX=9606 GN=CDH13 PE=1 SV=1,0,13.219,11,5,18,5,713,78.2,4.98,3.03,,,3.16,3.05,2.85,5.57,5.43,12.2,5.02,4.91,5.86,1,,,1,1,1,2,2,4,2,2,2,1,,,1,1,1,2,2,4,2,2,2,0,0,8995137.365,8124913.853,17858396.48,11123230.1,5874029.25,10256758.75,10366707.98,7346198.217,14440533.23,12394373.99,9769384.667,7472074.593,4124244.594,3988137.438,12542369.13,8239438.375,5874029.25,3912061.844,7318451.25,4724578.25,7090517.219,8855403.875,6367019.688,4740359.125,4,3,4,4,2,3,4,2,4,4,4,3,High,Peak Found,Peak Found,High,High,High,High,High,High,High,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P18065,Insulin-like growth factor-binding protein 2 OS=Homo sapiens OX=9606 GN=IGFBP2 PE=1 SV=2,0,13.216,19,5,27,5,325,34.8,7.5,6.52,6.51,12.76,6,4.27,9.1,6.11,8.69,4.18,6.33,5.98,8.95,2,2,4,2,1,3,2,3,1,2,2,3,2,2,4,2,1,3,2,3,1,2,2,3,0,0,41526655.97,53807312.93,38160216.93,17680346.17,14229581.25,27032187.49,27027186.38,31224688.45,16523124.05,32150371.53,46094624.35,30703681.12,19039852.25,26411475,26800812,13096566.5,14229581.25,10310429.63,19080034.5,20081609.5,8113100.375,22970464.25,30041337.38,19478723.5,3,3,4,3,3,3,3,3,3,3,4,3,High,High,High,High,High,High,High,High,High,High,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A7P0TAK8,Neurogenic locus notch homolog protein 1 OS=Homo sapiens OX=9606 GN=NOTCH1 PE=1 SV=1,0,13.178,3,2,9,2,1748,186.2,4.92,,4.41,0,,2.74,3.45,4.06,10.06,4.05,4.18,,,,1,1,,1,1,1,2,1,1,,,,1,1,,1,1,1,1,1,1,,,0,0,32996355.43,38018205.49,45435640.54,16652506.53,14211515,28290152.71,67193010.8,77849317.35,99634732.77,61279984.18,61710773.47,84128731.93,15128734,18661346,31910512,12335203,14211515,10790234,47435384,50067420,48922140,43782688,40218880,53372112,1,1,1,1,1,1,1,1,1,1,1,1,Peak Found,High,High,Peak Found,High,High,High,High,High,High,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,F5GZG1,Ras-related protein Rap-1b (Fragment) OS=Homo sapiens OX=9606 GN=RAP1B PE=1 SV=8,0,13.17,35,3,16,1,121,13.8,4.94,6.01,,9.85,3.57,3.82,2.95,7.36,,6.9,6.81,,6.35,2,,3,1,1,1,2,,2,2,,2,2,,2,1,1,1,2,,1,2,,1,0,0,2789676.453,4980834.492,3185554.345,2810149.786,1431001.25,,2037751.615,,6698250.3,2366896.596,2426736.724,1555437.637,1279058.625,2444857,2237289.25,2081594.625,1431001.25,,1438565.25,,3288940.813,1691075.75,1581581.75,986785.25,1,2,1,1,1,,1,,2,1,1,1,High,Peak Found,High,Peak Found,High,Not Found,High,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q16473,Putative tenascin-XA OS=Homo sapiens OX=9606 GN=TNXA PE=5 SV=2,0,13.141,6,1,8,1,311,33.7,5.5,,,,4.15,3.91,3.68,4.24,,4.28,3.97,3.87,4.33,,,,1,1,1,1,,1,1,1,1,,,,1,1,1,1,,1,1,1,1,0,0,,,2132762.944,,,1732344.934,,,3606267.987,2727760.077,,2449042.666,,,1497889.25,,,660739,,,1770731.375,1948901.75,,1553697.25,,,1,,,1,,,1,1,,1,Not Found,Not Found,Peak Found,High,High,High,High,Not Found,High,High,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q9NPG4,Protocadherin-12 OS=Homo sapiens OX=9606 GN=PCDH12 PE=1 SV=1,0,13.136,3,2,4,2,1184,128.9,5.29,,2.83,,4.51,,,,,5.35,4.95,,,,1,,1,,,,,1,1,,,,1,,1,,,,,1,1,,,0,0,2237079.95,7103990.734,4007936.655,2784228.632,3222238.375,1855283.826,3867818.165,7238910.242,6083356.939,2859069.891,3242884.047,6629196.221,1025694.719,3487014.375,2814867.563,2062393.75,3222238.375,707629.5,2730513.75,4655577.875,2987019,2042718.625,2113491,4205628.625,2,2,2,2,2,1,1,2,1,1,1,2,Peak Found,High,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P60953,Cell division control protein 42 homolog OS=Homo sapiens OX=9606 GN=CDC42 PE=1 SV=2,0,13.055,16,2,4,2,191,21.2,6.55,,,12.65,,,,,,,2.73,,,,,3,,,,,,,1,,,,,1,,,,,,,1,,,0,0,,1095717.104,8418548.579,410836.4614,753937.625,587427.7179,839881.9762,,4363528.841,4339467.478,364960.2665,707976.5867,,537835.9063,5912543.375,304323.625,753937.625,224052.6094,592920.6563,,2142557.75,3100417.75,237856.25,449147.4531,,2,2,1,2,1,2,,1,1,1,2,Not Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,High,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,F2Z393,Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=1,0,13.026,11,3,11,3,318,35.3,8.97,,,3.56,3.64,,,3.21,3.41,9.5,5.37,,5.02,,,1,1,,,1,1,3,2,,2,,,1,1,,,1,1,3,2,,2,0,0,2132550.736,,5562390.936,5977626.309,1178016.969,2451439.409,2800325.027,11358109.55,6862209.041,6604417.737,,10848788.39,977768.375,,3906597.125,4427876,1178016.969,935011.0313,1976909.375,7304768.5,3369447,4718655.938,,6882580.25,2,,2,3,2,2,1,3,2,3,,4,Peak Found,Not Found,High,High,Peak Found,Peak Found,High,High,High,High,Not Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A6Q8PFJ0,Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1,0,13.013,5,3,5,3,729,80.9,8.27,,,3.76,6.6,,,,2.58,,4.02,,,,,1,2,,,,1,,1,,,,,1,2,,,,1,,1,,,0,0,2118377.256,4220075.689,7569940.725,4820905.592,4235591.75,1712966.174,5267681.351,5281082.884,7360977.239,4498951.512,4726610.125,3861892.513,971269.875,2071436.344,5316546.25,3571044.938,4235591.75,653347.6875,3718757.125,3396435.625,3614349.625,3214364.25,3080482.625,2450023.375,1,2,3,3,3,1,3,2,2,2,2,2,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,High,Peak Found,High,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P48681,Nestin OS=Homo sapiens OX=9606 GN=NES PE=1 SV=2,0,12.965,3,3,3,3,1621,177.3,4.36,,,4.35,5.43,,,,,,,,,,,1,2,,,,,,,,,,,1,2,,,,,,,,,0,0,,,,2805131.335,,,,,,,939931.8294,,,,,2077877.25,,,,,,,612583.5625,,,,,1,,,,,,,1,,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P98066,Tumor necrosis factor-inducible gene 6 protein OS=Homo sapiens OX=9606 GN=TNFAIP6 PE=1 SV=2,0,12.96,19,4,5,4,277,31.2,6.79,,,3.87,10.82,,,,,,1.87,,,,,1,3,,,,,,1,,,,,1,3,,,,,,1,,,0,0,3258033.537,5169799.459,13235182.25,7956824.97,662810,1652488.927,,1343239.601,3120538.536,7790655.867,3435186.662,843901.1729,1493799,2537611,9295377.75,5893950.625,662810,630280.875,,863880.9375,1532230.969,5566187.063,2238820.75,535379.375,2,2,3,4,1,1,,1,3,3,2,1,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,High,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P50570,Dynamin-2 OS=Homo sapiens OX=9606 GN=DNM2 PE=1 SV=2,0,12.907,8,3,3,3,870,98,7.44,,,4.41,4.05,3.34,,,,,,,,,,1,1,1,,,,,,,,,,1,1,1,,,,,,,,0,0,,,2901286.25,3523650.867,16680418,,4086477.339,,,,,,,,2037641.125,2610114.5,16680418,,2884877.75,,,,,,,,2,2,1,,1,,,,,,Not Found,Not Found,High,High,High,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q9HAV0,Guanine nucleotide-binding protein subunit beta-4 OS=Homo sapiens OX=9606 GN=GNB4 PE=1 SV=3,0,12.885,12,3,10,1,340,37.5,6,,,7.4,9.43,7.44,6,,,,2.52,,,,,2,3,2,2,,,,1,,,,,2,3,2,2,,,,1,,,0,0,12234148.77,,1867629.554,1546624.86,1121865.625,2138691.458,1314220.944,,,1619034.339,,,5609322,,1311679.875,1145649.25,1121865.625,815724.875,927783.625,,,1156750.875,,,1,,1,1,1,1,1,,,1,,,Peak Found,Not Found,High,High,High,High,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P62277,40S ribosomal protein S13 OS=Homo sapiens OX=9606 GN=RPS13 PE=1 SV=2,0,12.825,18,2,13,2,151,17.2,10.54,,,13.76,11.86,6.85,,,,3.25,6.96,,3.45,,,4,3,2,,,,1,2,,1,,,2,2,2,,,,1,2,,1,0,0,1379168.826,3156902.513,16709312.89,16923274.39,3169530.563,1193477.635,690359.5702,1267583.817,2434497.578,8839077.171,,1494252.346,632344.9375,1549574.719,11735340.88,12535772,3169530.563,455207.9688,487364.25,815224.25,1195374.625,6315252.25,,947968.6875,1,2,2,2,3,1,1,1,1,3,,1,Peak Found,Peak Found,High,High,High,Peak Found,Peak Found,Peak Found,High,High,Not Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,G3V1B3,60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=1,0,12.798,17,1,4,1,87,9.9,10.29,,,,9.46,,,,,,8.23,,,,,,2,,,,,,2,,,,,,1,,,,,,1,,,0,0,,,1964098.116,5415669.151,826248.1875,,,,,3545358.504,,,,,1379432,4011611,826248.1875,,,,,2533051,,,,,1,1,1,,,,,1,,,Not Found,Not Found,Peak Found,High,Peak Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A1W2PR06,Cationic amino acid transporter 2 (Fragment) OS=Homo sapiens OX=9606 GN=SLC7A2 PE=1 SV=1,0,12.775,8,4,9,4,683,74.3,7.49,,,5.43,8.42,9.08,2.08,,,,,,,,,2,3,3,1,,,,,,,,,2,3,3,1,,,,,,,0,0,877367.5574,1344580.046,10687786.59,8046718.338,3695137.375,1318332.51,2944125.901,,3276251.537,3708846.382,2723490.839,,402270.5,659991,7506282.25,5960538.375,3695137.375,502829.25,2078426.625,,1608688.375,2649858.125,1774985.875,,1,1,3,3,3,1,1,,1,2,2,,Peak Found,Peak Found,High,High,High,High,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P62140,Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CB PE=1 SV=3,0,12.748,22,5,6,1,327,37.2,6.19,,,2.7,2.85,,,,2.67,,5.1,5.54,,,,1,1,,,,1,,2,1,,,,1,1,,,,1,,2,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P13674,Prolyl 4-hydroxylase subunit alpha-1 OS=Homo sapiens OX=9606 GN=P4HA1 PE=1 SV=2,0,12.737,8,3,7,3,534,61,6.01,,,5.41,2.61,,,,2.44,6.69,4.15,,,,,2,1,,,,1,2,1,,,,,2,1,,,,1,2,1,,,0,0,2157376.751,4362923.16,6814493.482,7005596.649,,,2778998.572,1000574.362,4312127.78,2469459.737,2543418.809,4474033.875,989151.0313,2141553.438,4785978,5189336.313,,,1961853.813,643501.8125,2117319.063,1764354,1657627.188,2838372,2,3,5,3,,,2,1,2,2,2,2,Peak Found,Peak Found,High,High,Not Found,Not Found,Peak Found,High,High,High,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P26927,Hepatocyte growth factor-like protein OS=Homo sapiens OX=9606 GN=MST1 PE=1 SV=2,0,12.727,7,5,25,5,711,80.3,7.68,5.77,8.62,8.96,5.45,1.91,,5.89,5.03,3.56,2.7,5.77,13.42,3,3,3,2,1,,2,2,1,1,2,5,3,3,3,2,1,,2,2,1,1,2,5,0,0,446082991.7,530460841.8,355098628.8,177608406.9,176681666.6,792731093.2,507303590.6,555014652.1,293532135.6,622889714.7,590993032.7,522166817.2,204527767.9,260378236.7,249394064.3,131561921.3,176681666.6,302358000.1,358134578.9,356947917.3,144128657.1,445035787.8,385169015.5,331267870.3,5,5,5,5,4,3,5,4,4,6,6,6,High,High,High,High,High,Peak Found,High,High,High,High,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q01650,Large neutral amino acids transporter small subunit 1 OS=Homo sapiens OX=9606 GN=SLC7A5 PE=1 SV=2,0,12.637,8,3,16,3,507,55,7.72,8.67,4.6,6.8,10.37,13.63,7.21,,,,,,,2,1,2,4,4,3,,,,,,,2,1,2,3,3,3,,,,,,,0,0,17204674.24,6907457.562,15847572.91,15942241.9,11708842.38,21646200.4,,,,368869.9882,,1086275.274,7888293.625,3390545.5,11130120.75,11809080.5,11708842.38,8256143.75,,,,263546.4063,,689143.9375,3,2,2,2,3,3,,,,1,,1,High,High,High,High,High,High,Not Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A6I8PL42,Leucyl-tRNA synthetase OS=Homo sapiens OX=9606 GN=LARS1 PE=1 SV=1,0,12.636,3,3,4,3,1130,129.1,7.87,,,2.21,5.44,3.92,,,,,,,,,,1,2,1,,,,,,,,,,1,2,1,,,,,,,,0,0,,,3408292.2,6223799.563,1640222.938,2190288.978,989586.8473,,5954403.881,4506795.443,,2346218.591,,,2393723.25,4610226.75,1640222.938,835404.8438,698605.875,,2923701.125,3219968.5,,1488464.625,,,2,3,2,2,1,,2,3,,1,Not Found,Not Found,High,High,High,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,O60701,UDP-glucose 6-dehydrogenase OS=Homo sapiens OX=9606 GN=UGDH PE=1 SV=1,0,12.621,9,3,7,3,494,55,7.12,,,8.14,6.89,3.97,,3.83,,,3.35,,,,,2,2,1,,1,,,1,,,,,2,2,1,,1,,,1,,,0,0,,1926040.156,8383983.305,7483402.575,2972027.25,3458074.666,2445519.657,2434314.182,2695503.141,6944254.17,1006543.096,2944451.953,,945402.375,5888267.375,5543267,2972027.25,1318954.875,1726432,1565586.375,1323532.25,4961458.75,655996.25,1867989.875,,1,2,2,2,2,1,1,1,2,1,1,Not Found,Peak Found,High,High,High,Peak Found,High,Peak Found,Peak Found,High,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P0DOY2,Immunoglobulin lambda constant 2 OS=Homo sapiens OX=9606 GN=IGLC2 PE=1 SV=1,0,12.552,46,3,4,3,106,11.3,7.24,,,,14.51,,,,,,,,,,,,4,,,,,,,,,,,,3,,,,,,,,,0,0,4873620.559,4971691.732,6826933.621,6363692.322,1012057.313,,,,,2397345.931,6750176.661,,2234541,2440369.25,4794715,4713851.125,1012057.313,,,,,1712830.875,4399305.5,,1,1,1,2,1,,,,,1,1,,Peak Found,Peak Found,Peak Found,High,Peak Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P07358,Complement component C8 beta chain OS=Homo sapiens OX=9606 GN=C8B PE=1 SV=3,0,12.529,3,1,7,1,591,67,8.13,,,,,,,7.98,4.37,4.74,4.56,,8.34,,,,,,,2,1,1,1,,2,,,,,,,1,1,1,1,,1,0,0,,,,,,,4060696.382,2595124.182,7198031.069,3565381.398,,2800471.334,,,,,,,2866677.5,1669008.5,3534340.625,2547356.75,,1776647.125,,,,,,,1,1,2,1,,1,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,High,High,Not Found,High,1,,,,,,,,,,,,,
